block_number,log_count,skipped_by_bloom,ERC20_Transfer_bloom,ERC20_Transfer_actual,ERC20_Approval_bloom,ERC20_Approval_actual,UniV2_Swap_bloom,UniV2_Swap_actual,UniV3_Swap_bloom,UniV3_Swap_actual,UniV2_Sync_bloom,UniV2_Sync_actual,WETH_Deposit_bloom,WETH_Deposit_actual,WETH_Withdrawal_bloom,WETH_Withdrawal_actual,Synthetic_Absent_bloom,Synthetic_Absent_actual
25036833,757,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036834,779,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036835,925,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036836,573,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036837,653,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036838,342,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false
25036839,1061,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036840,747,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036841,627,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036842,584,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036843,612,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036844,804,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036845,425,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036846,1018,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036847,592,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036848,420,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036849,1033,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036850,378,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036851,462,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036852,486,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036853,683,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036854,742,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036855,687,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036856,599,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036857,983,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036858,591,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036859,637,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036860,861,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036861,1185,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036862,654,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036863,709,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036864,533,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036865,737,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036866,746,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036867,693,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036868,702,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036869,642,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036870,796,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036871,626,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036872,737,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036873,632,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036874,467,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036875,429,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036876,936,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036877,582,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036878,741,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036879,903,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036880,791,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036881,356,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036882,937,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036883,563,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036884,1266,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036885,638,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036886,614,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036887,563,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036888,725,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036889,739,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036890,567,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036891,846,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036892,777,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036893,890,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036894,705,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036895,674,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036896,192,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036897,1408,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036898,845,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036899,93,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false
25036900,201,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036901,239,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036902,1543,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036903,1037,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036904,823,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036905,163,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036906,1614,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036907,1024,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036908,1016,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036909,837,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036910,843,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036911,770,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036912,597,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036913,634,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036914,845,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036915,425,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036916,691,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036917,1353,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036918,835,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036919,1133,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036920,595,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036921,813,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036922,333,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036923,783,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036924,742,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036925,694,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036926,608,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036927,694,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036928,911,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036929,924,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036930,662,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036931,518,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036932,768,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036933,796,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036934,794,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036935,660,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036936,884,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036937,557,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036938,809,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036939,621,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036940,749,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036941,607,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036942,846,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036943,447,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036944,922,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036945,754,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036946,999,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036947,540,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036948,646,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036949,963,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036950,1043,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036951,623,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036952,870,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036953,853,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036954,802,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036955,837,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036956,787,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036957,575,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036958,833,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036959,480,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036960,937,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036961,709,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036962,715,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036963,858,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036964,900,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036965,477,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036966,769,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036967,881,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036968,710,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036969,867,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036970,465,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036971,1005,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036972,845,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036973,611,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036974,778,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036975,815,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036976,750,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036977,916,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036978,580,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036979,211,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036980,631,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036981,1100,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036982,917,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036983,972,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false
25036984,690,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036985,57,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036986,1098,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036987,1004,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036988,254,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036989,1276,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036990,501,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036991,1311,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036992,541,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036993,731,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036994,840,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036995,667,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036996,681,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036997,895,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036998,999,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036999,636,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037000,783,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037001,634,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037002,669,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037003,827,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037004,860,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037005,827,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037006,676,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037007,914,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037008,994,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037009,480,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037010,980,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037011,819,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037012,959,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037013,443,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037014,1097,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037015,1093,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037016,717,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037017,1205,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037018,1133,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037019,1026,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037020,1172,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037021,1339,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037022,1005,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037023,1342,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037024,1198,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037025,1258,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037026,1114,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037027,1395,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037028,1063,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037029,823,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037030,495,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037031,1410,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037032,948,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037033,1054,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037034,1039,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037035,648,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037036,78,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false
25037037,1564,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037038,1185,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037039,1239,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037040,1097,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037041,1222,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037042,843,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037043,1330,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037044,1492,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037045,1217,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037046,1013,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037047,912,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037048,903,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037049,840,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037050,792,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037051,613,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037052,614,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037053,191,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037054,1274,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037055,606,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037056,588,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037057,601,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037058,732,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037059,1294,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037060,256,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false
25037061,1511,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037062,143,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037063,1653,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037064,607,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037065,1107,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037066,1015,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037067,916,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037068,1393,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037069,846,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037070,1130,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037071,1140,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037072,834,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037073,972,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037074,1103,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037075,1131,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037076,805,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037077,905,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037078,856,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037079,998,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037080,1125,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037081,139,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false
25037082,1429,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037083,980,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037084,692,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037085,820,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037086,1060,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037087,1259,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037088,219,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037089,1771,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037090,1207,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037091,1157,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037092,825,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037093,1131,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037094,1309,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037095,882,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037096,1167,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037097,1134,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037098,769,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037099,659,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037100,708,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037101,657,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037102,1056,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037103,120,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037104,1161,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037105,479,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037106,825,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037107,726,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037108,288,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
25037109,838,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037110,662,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037111,784,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037112,629,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037113,803,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037114,123,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037115,897,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037116,403,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037117,795,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037118,624,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037119,444,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037120,658,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037121,432,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037122,1687,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037123,1232,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037124,1107,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037125,871,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037126,992,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037127,667,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037128,842,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037129,807,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037130,745,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037131,803,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037132,725,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037133,559,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037134,897,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037135,723,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037136,962,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037137,665,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037138,712,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037139,642,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037140,330,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037141,832,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037142,518,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037143,506,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037144,465,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037145,981,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037146,548,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037147,693,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037148,851,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037149,659,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037150,577,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037151,1004,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037152,694,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037153,520,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037154,589,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037155,632,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037156,729,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037157,383,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037158,836,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037159,134,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false
25037160,961,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037161,647,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037162,841,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037163,198,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false
25037164,710,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037165,218,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037166,730,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037167,549,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25037168,488,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25037169,552,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
