block_number,log_count,skipped_by_bloom,ERC20_Transfer_bloom,ERC20_Transfer_actual,ERC20_Approval_bloom,ERC20_Approval_actual,UniV2_Swap_bloom,UniV2_Swap_actual,UniV3_Swap_bloom,UniV3_Swap_actual,UniV2_Sync_bloom,UniV2_Sync_actual,WETH_Deposit_bloom,WETH_Deposit_actual,WETH_Withdrawal_bloom,WETH_Withdrawal_actual,Synthetic_Absent_bloom,Synthetic_Absent_actual
25036490,1185,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036491,382,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036492,1452,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036493,532,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036494,1069,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036495,417,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036496,689,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036497,502,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036498,834,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036499,516,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036500,781,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036501,916,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036502,690,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036503,769,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036504,796,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036505,802,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036506,746,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036507,132,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036508,1139,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036509,384,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036510,1014,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036511,799,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036512,786,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036513,452,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036514,606,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036515,332,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036516,1465,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036517,927,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036518,743,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036519,687,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036520,721,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036521,622,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036522,981,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036523,680,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036524,672,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036525,789,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036526,273,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036527,1078,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036528,621,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036529,148,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036530,987,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036531,79,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
25036532,1299,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036533,654,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036534,687,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036535,488,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036536,431,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036537,685,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036538,577,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036539,578,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036540,582,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036541,1227,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036542,700,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036543,535,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036544,925,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036545,697,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036546,750,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036547,922,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036548,471,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036549,996,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036550,817,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036551,673,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036552,627,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036553,660,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036554,510,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036555,585,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036556,402,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036557,457,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036558,592,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036559,301,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036560,961,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036561,497,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036562,1171,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036563,704,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036564,665,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036565,765,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036566,980,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036567,417,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036568,273,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036569,925,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036570,1073,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036571,1079,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036572,849,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036573,502,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036574,252,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036575,1716,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036576,807,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036577,665,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036578,1209,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036579,583,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036580,1115,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036581,242,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036582,1644,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036583,381,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036584,1102,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036585,1048,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036586,831,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036587,736,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036588,554,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036589,195,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036590,918,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036591,674,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036592,878,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036593,646,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036594,891,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036595,1000,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036596,927,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036597,674,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036598,668,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036599,688,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036600,450,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036601,458,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036602,690,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036603,704,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036604,704,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036605,753,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036606,183,false,true,true,true,true,true,true,false,false,true,true,false,false,true,true,false,false
25036607,1065,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036608,986,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036609,482,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036610,725,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036611,528,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036612,968,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036613,628,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036614,684,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036615,885,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036616,173,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036617,1068,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036618,960,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036619,336,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036620,982,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036621,463,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036622,705,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036623,727,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036624,729,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036625,738,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036626,825,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036627,703,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036628,770,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036629,689,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036630,554,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036631,950,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036632,225,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036633,1239,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036634,1325,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036635,596,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036637,789,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036638,492,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036639,1007,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036640,196,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036641,1220,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036642,749,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036643,733,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036644,521,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036645,1006,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036646,789,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036647,134,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036648,194,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036649,1443,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036650,472,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036651,924,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036652,521,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036653,675,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036654,707,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036655,694,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036656,844,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036657,261,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036658,1060,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036659,761,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036660,785,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036661,364,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036662,1058,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036663,884,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036664,758,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036665,958,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036666,928,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036667,765,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036668,850,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036669,1011,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036670,798,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036671,1010,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036672,621,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036673,754,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036674,1036,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036675,754,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036676,834,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036677,726,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036678,683,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036679,720,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036680,675,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036681,765,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036682,873,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036683,872,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036684,768,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036685,679,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036686,786,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036687,433,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036688,1049,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036689,654,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036690,842,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036691,646,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036692,474,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036693,1092,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036694,836,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036695,160,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false
25036696,946,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036697,766,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036698,648,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036699,707,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036700,1020,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036701,539,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036702,147,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,false,false
25036703,1296,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036704,651,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036705,901,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036706,768,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036707,383,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036708,850,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036709,585,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036710,566,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036711,504,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036712,297,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036713,942,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036714,353,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036715,897,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036716,660,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036717,206,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,false
25036718,886,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036719,982,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036720,404,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036721,688,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036722,503,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036723,435,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036724,798,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036725,758,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036726,607,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036727,1233,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036728,497,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036729,673,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036730,899,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036731,711,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036732,631,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036733,253,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036734,1327,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036735,719,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036736,735,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036737,714,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036738,318,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036739,894,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036740,865,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036741,459,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036742,920,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036743,1201,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036744,910,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036745,736,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036746,1056,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036747,828,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036748,543,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036749,898,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036750,1025,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036751,1138,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036752,140,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036753,1197,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036754,165,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false
25036755,1280,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036756,772,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036757,703,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036758,701,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036759,255,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036760,1096,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036761,938,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036762,684,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036763,748,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036764,554,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036765,937,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036766,885,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036767,766,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036768,529,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036769,1318,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036770,373,false,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false
25036771,1229,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036772,450,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036773,751,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036774,376,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036775,892,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036776,855,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036777,631,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036778,251,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036779,1169,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036780,591,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036781,667,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036782,560,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036783,658,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036784,500,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036785,832,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036786,393,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036787,766,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036788,534,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036789,929,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036790,750,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036791,721,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036792,798,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036793,384,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036794,1022,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036795,326,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036796,479,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036797,1167,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036798,900,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036799,574,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036800,489,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036801,912,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036802,817,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036803,712,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036804,530,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036805,991,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036806,874,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036807,938,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036808,763,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036809,676,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036810,880,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036811,901,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036812,678,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036813,749,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036814,673,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036815,645,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036816,723,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036817,545,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036818,1115,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036819,1136,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036820,949,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036821,252,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036822,1030,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036823,574,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036824,788,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036825,622,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036826,185,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036827,1185,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036828,329,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036829,2175,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036830,367,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false
25036831,1547,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
25036832,1714,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false
