label,method,poll_interval_ms,block_number,block_timestamp_unix,observed_at_unix_ms,abs_latency_ms
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043409,1778159903,1778159905466,2466.983
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043410,1778159915,1778159917469,2469.293
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043411,1778159927,1778159932477,5477.623
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043412,1778159939,1778159944483,5483.191
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043413,1778159951,1778159953485,2485.366
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043414,1778159963,1778159965463,2463.729
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043415,1778159975,1778159977485,2485.444
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043416,1778159987,1778159992467,5467.718
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043417,1778159999,1778160001463,2463.654
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043418,1778160011,1778160016470,5470.778
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043419,1778160023,1778160025472,2472.537
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043420,1778160035,1778160040462,5462.865
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043421,1778160047,1778160052464,5464.086
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043422,1778160059,1778160064471,5471.462
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043423,1778160071,1778160073465,2465.547
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043424,1778160083,1778160085480,2480.113
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043425,1778160095,1778160097471,2471.241
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043426,1778160107,1778160109464,2464.120
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043427,1778160119,1778160121480,2480.850
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043428,1778160131,1778160133478,2478.539
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043429,1778160143,1778160145467,2467.189
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043430,1778160155,1778160157476,2476.396
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043431,1778160167,1778160169465,2465.055
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043432,1778160179,1778160184473,5473.632
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043433,1778160191,1778160196464,5464.932
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043434,1778160203,1778160205465,2465.418
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043435,1778160215,1778160223464,8464.771
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043436,1778160227,1778160229474,2474.209
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043437,1778160239,1778160244496,5496.012
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043438,1778160251,1778160256464,5464.383
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043439,1778160263,1778160265473,2473.542
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043440,1778160275,1778160277462,2462.066
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043441,1778160287,1778160289480,2480.831
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043442,1778160299,1778160301468,2468.479
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043443,1778160311,1778160313465,2465.221
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043444,1778160323,1778160325468,2468.134
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043445,1778160335,1778160337481,2481.821
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043446,1778160347,1778160349466,2466.777
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043447,1778160359,1778160361484,2484.734
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043448,1778160371,1778160373467,2467.588
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043449,1778160383,1778160385466,2466.172
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043450,1778160395,1778160397465,2465.831
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043451,1778160407,1778160409466,2466.527
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043452,1778160419,1778160421469,2469.072
http_poll_blockNumber@3s,http_poll_blockNumber,3000,25043453,1778160431,1778160433468,2468.165
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043404,1778159843,1778159845468,2468.857
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043405,1778159855,1778159857474,2474.667
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043406,1778159867,1778159869469,2469.079
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043407,1778159879,1778159881472,2472.508
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043408,1778159891,1778159893478,2478.358
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043409,1778159903,1778159905470,2470.236
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043410,1778159915,1778159917469,2469.293
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043411,1778159927,1778159935472,8472.862
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043412,1778159939,1778159947475,8475.183
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043413,1778159951,1778159953469,2469.813
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043414,1778159963,1778159965470,2470.093
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043415,1778159975,1778159977473,2473.844
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043416,1778159987,1778159995467,8467.871
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043417,1778159999,1778160001470,2470.114
http_poll_blockNumber@6s,http_poll_blockNumber,6000,25043418,1778160011,1778160019475,8475.005
